id,news_id,video_prompt,status,video_url,priority,created_at,processed_at,finished_at,error_details
0d5f6a73-fea4-4a09-b347-f39af5bb6071,df5338a0-2337-4d71-b096-ed57691bb318,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Boston Children's Hospital utiliza IA para diagnosticar enfermedades raras
              RESUMEN: Boston Children's Hospital utiliza tecnología de OpenAI para mejorar la atención médica y diagnosticar más de 40 casos de enfermedades raras. La tecnología reduce la carga operativa y mejora la atención al paciente.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-30 00:44:31.604192+00,,,
0e36b639-2697-4925-925e-61599b137d85,49031ae4-59e2-409b-b884-1e0a5b324a8e,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Anthropic alcanza $965 mil millones de valoración previa a su IPO
              RESUMEN: La startup de IA Anthropic cierra una ronda de financiamiento de $65 mil millones, lo que la acerca a una valuación de $1 billón antes de su IPO
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-29 00:44:25.888486+00,,,
0e62f09b-383a-4369-b576-990f5ebcda8f,fe7251c9-eae9-4b9b-9cdd-b04870d64afb,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: El economista Nobel Acemoglu analiza tendencias en Inteligencia Artificial
              RESUMEN: Daron Acemoglu, Nobel en economía, analiza papel de la IA en Silicon Valley. Publicó un artículo que cuestionó a Big Tech.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-14 00:49:16.341176+00,,,
10d2aa11-5575-4d24-9fa3-2d9bdcab1a97,5d8fbe90-7fe0-4883-ac6f-e58ce67043d2,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: PaddleOCR 3.5: Avances en Reconocimiento Óptico de Caracteres con Transformadores
              RESUMEN: PaddleOCR 3.5 ha sido lanzado con un backend basado en transformadores, mejorando la precisión en tareas de OCR y análisis de documentos.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-19 00:56:31.988659+00,,,
10f04c24-a96f-49ab-be13-fffaaae76b7e,b97ff9fc-8cd2-431f-b8e9-8293303984ea,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Google Rediseña la Búsqueda con IA
              RESUMEN: Google anuncia un nuevo diseño de la barra de búsqueda con capacidad para texto, imágenes, PDFs y más. La empresa busca mejorar la experiencia de búsqueda con IA.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-20 00:56:29.173633+00,,,
17f2714f-5071-4a4a-b280-8d115663b108,e16b30c8-4d6f-4a88-974e-5e634ec2caaf,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Avances en Batching Continuo: Sincronía Asincrónica
              RESUMEN: Hugging Face presenta un avance en batching continuo que aprovecha la asincronía para mejorar el rendimiento. Este enfoque permite procesar datos de manera más eficiente.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-15 00:48:16.449301+00,,,
2165a10e-62ea-4ae3-a1fa-547a98ce071f,983e80e6-3699-4c69-981d-4732e8089e10,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: ArXiv prohíbe a autores que usen IA de manera descuidada
              RESUMEN: La plataforma de investigación ArXiv implementa medidas para prevenir el uso irresponsable de modelos de lenguaje grande en publicaciones científicas.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-17 00:48:38.815569+00,,,
2280f95d-f18f-4027-a1aa-be3ae3369bee,cb4081c6-6dde-4809-bcb3-6f42a02c583c,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: NVIDIA y OpenAI colaboran en Codex para impulsar la IA
              RESUMEN: NVIDIA y OpenAI utilizan Codex con GPT-5.5 para desarrollar sistemas de producción y experimentos de investigación
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-13 00:58:20.851098+00,,,
22e7b547-2c4b-4360-ad4f-d69e363ca756,7549c9bc-cbaf-4d8f-927c-777c90711e0a,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Codex: Automatización de Impuestos con Inteligencia Artificial
              RESUMEN: OpenAI, Thrive y Crete crean un agente de impuestos autodidacta con Codex, automatizando declaraciones, mejorando precisión y acelerando flujo de trabajo.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-28 00:44:28.864153+00,,,
242693d3-6390-4258-a17e-32827b22cc33,f522f043-8158-4d81-a79b-bad9c4f21e9b,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: La realidad detrás de la histeria sobre empleos por AI
              RESUMEN: La llegada de la IA no significa el fin de los empleos de knowledge workers. Algunas empresas tecnológicas han anunciado recientemente despidos, pero no es un indicio de lo que sucederá en el futuro.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-27 00:41:09.167274+00,,,
242a34d1-0832-4ccd-a654-fe8bf8743bb8,0c44b943-0d99-481e-b966-844aea96f9de,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Anthropic adquiere herramientas de desarrollo de Stainless, utilizadas por OpenAI y Google
              RESUMEN: La startup Stainless, conocida por automatizar la creación de SDKs, ha sido adquirida por Anthropic. Las herramientas de Stainless se utilizan en empresas como OpenAI, Google y Cloudflare.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-19 00:56:09.191294+00,,,
25f782a3-a8da-4dae-b48e-cf75410ff77e,c7b69acb-6e60-4260-8518-2f3e0fb597c1,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Google lanza iconos de bola de disco para Pixel
              RESUMEN: Google permite personalizar la pantalla de inicio de Pixel con iconos de bola de disco. Esta característica se puede activar en la configuración de Pixel.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-23 00:43:26.912962+00,,,
25f7d4da-6f20-46c8-bed2-a82f840ef41a,2b159aa9-0b92-4398-88d6-1bceab5c75ea,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Elon Musk pierde demanda contra OpenAI por estatuto de prescripción
              RESUMEN: Elon Musk perdió una demanda contra OpenAI debido a que presentó sus reclamos fuera del plazo legal. La sentencia es un golpe importante para el empresario.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-20 00:56:05.740656+00,,,
2865ddc2-cbbe-49ab-aed5-b042775208fa,4537e156-fe78-4b36-89d4-298510f32f92,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Gmail Incorpora Búsqueda de Voz para Buscar Correo Electrónico
              RESUMEN: Google ha expandido la inteligencia artificial en Gmail con una búsqueda de voz conversacional, permitiendo a los usuarios preguntar a Gemini para encontrar detalles de correo electrónico enterrados.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-20 00:56:04.091998+00,,,
29b041db-623b-465b-adfd-2264b15899c0,f8fe7e80-91f5-4538-a7e4-5421350299c5,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Anthropic prevé su primer cuatrimestre rentable
              RESUMEN: La empresa de IA Anthropic espera duplicar su ingreso en el segundo trimestre, alcanzando los $10.9 mil millones. Esta noticia destaca la creciente importancia de la IA en la industria tecnológica.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-21 00:56:07.317982+00,,,
31fed21d-4204-494f-9025-ac73ff382da2,7515cf48-2df8-41de-9e0d-8c8683cb2520,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Terminología de Inteligencia Artificial: Harness, Scaffold y Agentes
              RESUMEN: Hugging Face analiza los términos clave en Inteligencia Artificial: Harness, Scaffold y Agentes. Entérate de su importancia.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-26 00:51:55.78495+00,,,
3374fae9-d4cb-40d6-b2da-cba6cb2a9ff7,a6151ce6-739b-477b-9255-ada6debaccb0,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: xAI enfrenta críticas por uso de turbinas de gas en su centro de datos
              RESUMEN: La compañía xAI, fundada por Elon Musk, utiliza turbinas de gas móviles como plantas de energía en su centro de datos Colossus 2 en Mississippi. Esto ha generado una demanda judicial.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-14 00:48:59.19644+00,,,
378cba74-8ef7-4b52-965e-c5264e39dba1,75113635-2cc6-46fe-9422-9b0cf6d53137,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Elon Musk pierde demanda contra OpenAI
              RESUMEN: Elon Musk perdió su demanda contra Sam Altman y OpenAI después de que un jurado californiano dictaminó que sus demandas habían sido presentadas demasiado tarde.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-19 00:56:09.680568+00,,,
37ee8a4c-e6e8-48a7-ab08-c642e8db2485,865fba03-d88c-4240-8af8-f8bdc254f090,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: OpenAI Lanza Rosalind Biodefense para Fortalecer la Resiliencia Social
              RESUMEN: OpenAI lanzó Rosalind Biodefense, un acceso ampliado a GPT-Rosalind para desarrolladores y socios del gobierno de EE. UU. en biodefensa, salud pública y preparación de pandemias.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-30 00:44:47.998668+00,,,
3c39e4eb-f5b6-4e1c-9fcf-67e8c851ad82,059203f9-f715-478c-bc6c-72847e6596e2,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Cisco y OpenAI revolucionan el desarrollo de software empresarial con Codex
              RESUMEN: Cisco y OpenAI colaboran en Codex para acelerar el desarrollo de software AI-nativo, mejorar la seguridad y automatizar la resolución de defectos.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-28 00:44:28.165962+00,,,
3ce82cb3-52fb-4145-a98a-669d0f5e572c,a8baa8cd-033b-4433-b2ed-1afa277bfd18,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: El caso Musk vs. Altman: ¿qué decidirá el jurado?
              RESUMEN: El caso Musk vs. Altman es el juicio tecnológico más importante del año. Se discutirá la responsabilidad de los líderes de la industria de la IA.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-15 00:47:39.439271+00,,,
41574d4b-15f2-45a9-a0c9-35d9a0d75e6a,5405132d-f162-42da-8c09-801ba0910a96,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: DuckDuckGo registra aumento de 30% en descargas tras rechazo a Google's AI Search
              RESUMEN: DuckDuckGo experimenta un aumento de 30% en descargas tras la implementación de agentes de búsqueda AI por parte de Google. Los usuarios buscan una alternativa a la búsqueda tradicional.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-27 00:40:57.638983+00,,,
45512ec6-ed1c-40e5-ba85-0da613255e47,53b3933f-bc84-4d00-bdd1-7341848186ba,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Amazon y Snowflake firman un acuerdo de $6B para chips de CPU para IA
              RESUMEN: Snowflake y Amazon firman un acuerdo de cinco años por $6B para la adquisición de chips de CPU para uso en inteligencia artificial. Esto pone a Nvidia en alerta.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-28 00:44:26.884691+00,,,
4ca73321-a396-4bab-9047-bf4fe54068a6,d70db418-f73f-4b3d-994a-bec01f2e0f48,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: La soberanía de datos en la era de los sistemas autónomos
              RESUMEN: Empresas deben reconsiderar la gestión de sus datos en la implementación de IA generativa. La falta de control sobre la gobernanza de los sistemas utilizados puede comprometer la privacidad y seguridad de la información.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-15 00:48:00.834128+00,,,
4cae11ce-16cf-4f73-b8b4-7d11568b8d45,1a30346d-00f0-4da1-bd29-c602f585bded,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Gafas Inteligentes para la Guerra: Una Colaboración entre Anduril y Meta
              RESUMEN: Anduril y Meta desarrollan gafas de realidad aumentada para el ejército, con funcionalidades como control de drones mediante seguimiento ocular y comandos de voz.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-19 00:56:20.491098+00,,,
4d69aaac-5bdb-48e6-bc8f-8a4be4002883,41a7ab78-f03a-4edc-879c-665c751aad19,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Codex acelerará el desarrollo de software AI-native en Asia
              RESUMEN: Sea Limited despliega Codex en equipos de ingeniería para impulsar el desarrollo de software AI-native en Asia. OpenAI Blog informa sobre la implementación.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-16 00:48:41.069561+00,,,
5381ebb8-7500-4545-a118-deaa50dd853c,0c591435-88b2-4b3d-bbd9-9dcbaf0878be,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Clouted: Plataforma para hacer que los videos cortos se vuelvan virales
              RESUMEN: Clouted, una startup de clipping de video, obtuvo $7 millones en ronda de semilla liderada por Slow Ventures. La plataforma busca automatizar el proceso de creación de contenido viral.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-21 00:56:08.217189+00,,,
5f6377ed-afc7-4e1b-8996-ccb30da8044c,880e8193-39fa-43e4-85fa-36552bcf0361,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Google I/O: Expectativas para la Conferencia de Desarrolladores
              RESUMEN: Google I/O comienza mañana, y la empresa busca recuperar terreno en la carrera de modelos de fundación. ¿Qué novedades se esperan en la conferencia?
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-19 00:56:10.880856+00,,,
604291f2-7373-4458-a5ab-da17a1ae0f0a,8114fff2-3897-4cdc-8b2c-9328b1b7c69a,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: La red internet se reconfigura para máquinas
              RESUMEN: AWS, Cloudflare y otros proveedores de servicios en la nube están rediseñando la infraestructura para adaptarse a la creciente cantidad de tráfico generado por agentes de IA en producción.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-29 00:44:24.744324+00,,,
6089a245-1742-4e68-8ca3-054ab5cbc203,f5aed3c5-7bee-45ec-b3dc-a4efa086c797,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: OpenAI y Malta unen fuerzas para expandir acceso a ChatGPT Plus
              RESUMEN: OpenAI y el gobierno de Malta colaboran para ofrecer acceso a ChatGPT Plus y capacitación en habilidades de AI práctica y uso responsable.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-17 00:48:39.873721+00,,,
6105b2b7-c0c2-4324-b8c9-7ee53ccf9c92,d2f0b39e-c6fe-45aa-bc93-1fdea1d50bf6,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: OpenAI y medios brasileños unen fuerzas en contenido para ChatGPT
              RESUMEN: OpenAI se asocia con Grupo Folha y Grupo UOL para ofrecer noticias brasileñas confiables en ChatGPT, con atribución y transparencia.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-27 00:41:00.510146+00,,,
61bc8e81-1f2a-4cfe-86ce-ce2feaf1358b,2c0fd190-d460-4866-854e-85b734ec7f26,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Resurrección de voces de pilotos fallecidos mediante IA
              RESUMEN: La tecnología de IA se utiliza para reconstruir grabaciones de pilotos fallecidos a partir de espectrogramas de imágenes de cockpit. Esto ha llevado a la NTSB a bloquear temporalmente su sistema de docket.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-23 00:43:26.261274+00,,,
64d2125d-c2a0-4bd5-8abd-c762931c0bc4,6a29b56d-2759-4bd6-baca-1e26f2b6bee5,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Avanzan Procedimientos de Origen para un Ecosistema de IA más Seguro
              RESUMEN: OpenAI lanza Content Credentials, SynthID y una herramienta de verificación para identificar y confiar en medios generados por IA.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-20 00:56:05.096825+00,,,
66a7236d-bf21-477c-a745-d9b0d502fb05,3f84bd31-31b5-4b56-8cd8-e62189c156fe,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: La importancia de centrar la innovación en el cliente en la IA
              RESUMEN: Las empresas deben priorizar las necesidades del cliente para crear soluciones integrales en la IA. Según McKinsey, solo un tercio del valor esperado de las inversiones digitales se captura.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-13 00:58:59.475665+00,,,
66e38f3a-ed6b-4170-9038-d6618e317dbe,7b819a18-e542-4d84-ba7c-3691e36c9495,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Anthropic presenta Code with Claude: el futuro de la codificación
              RESUMEN: Anthropic organiza un evento en Londres para desarrolladores, presentando Code with Claude, una plataforma que muestra el futuro de la codificación. El evento coincide con Google I/O.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-22 00:08:18.444804+00,,,
6992f485-e771-490f-ac5f-d8506849fd2a,a26e5099-065c-41f2-a307-1baf0653d331,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Asana adquiere StackAI para mejorar herramientas de flujo de trabajo con IA
              RESUMEN: Asana incorporará a StackAI en su suite de herramientas de flujo de trabajo con IA. Esta adquisición busca mejorar la automatización de tareas y procesos.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-29 00:44:25.339221+00,,,
6b25d736-d3c2-455d-9f17-55fea84e5d66,4c8e7e5f-1edf-4e31-9cd6-b014882e8249,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Despidos en SpaceXAI tras fusión con Elon Musk
              RESUMEN: Más de 50 empleados han dejado SpaceXAI desde febrero, generando inquietudes sobre agotamiento laboral, cambios en la dirección y posible pérdida de incentivos por liquidez.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-15 00:47:39.910244+00,,,
6bb275b3-2615-433b-822d-94abc32b014b,5c54643d-27e0-4cef-8694-4fecd7c53a2c,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Braintrust Utiliza Codex para Convertir Solicitudes de Clientes en Código
              RESUMEN: Braintrust, una empresa de consultoría de tecnología, utiliza Codex con GPT-5.5 para acelerar experimentos y codificación. Esta herramienta permite a los ingenieros convertir solicitudes de clientes en código de manera más eficiente.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-30 00:44:35.371472+00,,,
6e7c3e40-1510-4a69-95ab-afbfc76ab561,50bf04c2-d4b7-474d-904d-c27c07bed80e,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Duda sobre la confiabilidad en el juicio de OpenAI
              RESUMEN: El juicio entre Elon Musk y OpenAI destaca la confiabilidad de Sam Altman como CEO. La cuestión de la confianza es crucial en el desarrollo de la IA.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-18 00:42:59.483732+00,,,
6e7f7cf5-c169-4177-bf62-3bdd0ed36813,12be50d9-69b5-4dcb-b4b5-ac463d929312,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Databricks Incorpora GPT-5.5 a Flujos de Trabajo de Agentes Empresariales
              RESUMEN: Databricks utiliza GPT-5.5 para flujos de trabajo de agentes empresariales, superando el estado del arte en OfficeQA Pro.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-16 00:48:40.60089+00,,,
6f0df8c1-cd10-43cd-82fc-ca1f104b9180,3875856d-4788-455a-99b8-1cdb2265fcdb,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Google y otros navegando por la seguridad de la IA en tiempo real
              RESUMEN: Google y otros actores tecnológicos enfrentan desafíos en la seguridad de la Inteligencia Artificial en tiempo real. Esta transición requiere adaptación y mejora continua.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-25 00:36:08.162261+00,,,
6f86165d-b9e7-45e2-bb6f-47e63db84d6b,1ab5cbd5-aacb-4fff-8ba8-0aa3f3b52f41,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: OpenAI Codex llega a dispositivos móviles
              RESUMEN: OpenAI anuncia la llegada de Codex a dispositivos móviles, ofreciendo mayor flexibilidad en la gestión de flujos de trabajo.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-15 00:47:40.46903+00,,,
709fe6d0-1652-48c5-871d-20f5e933966b,f36d70a9-49a7-45a0-aeec-90a8098be4d9,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Frontier Models Fallos en Tareas de IT Empresarial
              RESUMEN: Los modelos de vanguardia de ITBench-AA obtienen resultados por debajo del 50% en tareas empresariales. Una evaluación de IBM y Artificial Analysis revela debilidades en la agencia de IT.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-28 00:44:36.450038+00,,,
7278ae36-5d00-42fa-b6ad-aa7d64f9c016,c769f818-6e38-473a-907e-cdc772e87664,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Alternativas a Google: Nuevas opciones de búsqueda
              RESUMEN: Google cambia su enfoque con la incorporación de IA, pero ¿qué opciones hay para los usuarios que no lo prefieren? Descubre 6 buscadores alternativos.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-22 00:08:08.936518+00,,,
7335cd2d-0f7b-432d-aa5c-89ad0b8c9b86,178841b7-3912-4df9-a8ce-0e8ad44dd9e5,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: La evolución de la narrativa en la era de la IA
              RESUMEN: La narrativa es fundamental para la humanidad, y la tecnología ha estado presente en su evolución desde la prehistoria hasta la actualidad. La era de la IA está cambiando el panorama de la narrativa.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-22 00:08:14.429534+00,,,
7552311b-3960-4d33-826d-5ddfe00f4899,9f0c27e6-caf1-4811-82f2-9679cf07692b,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: SandboxAQ utiliza Claude para descubrimiento de fármacos sin necesidad de experiencia en informática
              RESUMEN: SandboxAQ aplica modelos de descubrimiento de fármacos en Claude, facilitando acceso a tecnología sin requerir experiencia en informática.
              ESTILO: Informativo Neural Nexus.",pending,,80,2026-05-19 00:56:08.593899+00,,,
781f000d-7081-4535-ad1a-13ab642f5f57,e96cfe07-81a3-4813-bd91-6302c46375c3,"Analiza esta noticia y crea un video cortado en 3 escenas de impacto.
              TÍTULO: Nvidia busca dominar el mercado de CPUs para agentes de IA
              RESUMEN: Jensen Huang, CEO de Nvidia, prevé un mercado de $200 mil millones para CPUs para agentes de IA. La empresa busca aprovechar esta oportunidad en el campo de la inteligencia artificial.
              ESTILO: Informativo Neural Nexus.",pending,,90,2026-05-21 00:56:06.576852+00,,,
